block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei,priority_p25,priority_p50,priority_p75
24689132,2026-03-19 04:27:23,28881591,30000000,58798105,192,10000000,,0.068798,0.001,0.01,0.05
24689133,2026-03-19 04:27:35,29938041,30000000,65599865,199,15,,0.0656,1.5e-08,1.5e-08,0.005
24689134,2026-03-19 04:27:47,15117890,30000000,73765977,100,1395747,,0.075162,1.5e-08,0.001395747,0.05
24689135,2026-03-19 04:27:59,11591766,30000000,73838445,77,1000000,,0.074838,1.5e-08,0.001,0.010000002
24689136,2026-03-19 04:28:11,14431175,30000000,71741290,96,1050082,,0.072791,1.5e-08,0.001050082,0.0204662
24689137,2026-03-19 04:28:23,17564441,30000000,71401222,117,20548910,,0.09195,0.001395747,0.02054891,0.03
24689138,2026-03-19 04:28:35,16281781,30000000,72927090,108,20548910,,0.093476,0.001,0.02054891,0.03
24689139,2026-03-19 04:28:47,17353310,30000000,73706061,115,10000000,,0.083706,0.001,0.01,0.1
24689140,2026-03-19 04:28:59,22653186,30000000,75151504,151,9213259,,0.084365,0.001,0.009213259,0.025591345
24689141,2026-03-19 04:29:11,11414481,30000000,79944407,76,2755555,,0.0827,0.0001,0.002755555,0.1
24689142,2026-03-19 04:29:23,11364970,30000000,77555723,75,3520960,,0.081077,0.001,0.00352096,0.03
24689143,2026-03-19 04:29:35,10898364,30000000,75206412,72,6227112,,0.081434,0.001,0.006227112,0.05
24689144,2026-03-19 04:29:47,9660020,30000000,72635835,64,44216656,,0.116852,0.01,0.044216656,0.647870658
24689145,2026-03-19 04:29:59,29991430,30000000,69403553,199,1395747,,0.070799,1.5e-08,0.001395747,0.02460448
24689146,2026-03-19 04:30:11,8822794,30000000,78074040,58,10318850,,0.088393,0.001,0.01031885,0.1
24689147,2026-03-19 04:30:23,11087239,30000000,74055045,73,100000,,0.074155,1.5e-08,0.0001,0.011826415
24689148,2026-03-19 04:30:35,3206684,30000000,71640382,21,500000000,,0.57164,0.025952186,0.5,1.0
24689149,2026-03-19 04:30:47,29985621,30000000,64599735,199,10000000,,0.0746,0.001395747,0.01,0.03
24689150,2026-03-19 04:30:59,22490568,30000000,72666961,149,5666691,,0.078334,1.5e-08,0.005666691,0.03
24689151,2026-03-19 04:31:11,13830545,30000000,77202934,92,9083372,,0.086286,0.001,0.009083372,0.114533392
24689152,2026-03-19 04:31:23,9723494,30000000,76450557,64,9650368,,0.086101,0.000181454,0.009650368,0.104362919
24689153,2026-03-19 04:31:35,11490192,30000000,73088959,76,5000000,,0.078089,1.5e-08,0.005,0.1
24689154,2026-03-19 04:31:47,9157078,30000000,70951224,61,1000000,,0.071951,3e-08,0.001,0.035759425
24689155,2026-03-19 04:31:59,29989780,30000000,67496537,199,1000000,,0.068497,1.5e-08,0.001,0.05
24689156,2026-03-19 04:32:11,14507916,30000000,75927855,96,1395747,,0.077324,1.5e-08,0.001395747,0.05
24689157,2026-03-19 04:32:23,4603251,30000000,75616498,30,6749670,,0.082366,3e-08,0.00674967,0.059376606
24689158,2026-03-19 04:32:35,20957968,30000000,69065117,139,1625159,,0.07069,1.5e-08,0.001625159,0.05
24689159,2026-03-19 04:32:47,11171953,30000000,72494181,74,8287815,,0.080782,0.001,0.008287815,0.146667052
24689160,2026-03-19 04:32:59,13365569,30000000,70181589,89,10000000,,0.080182,0.001395747,0.01,0.075152363
24689161,2026-03-19 04:33:11,14906187,30000000,69225698,99,71137495,,0.140363,0.00674967,0.071137495,0.072509181
24689162,2026-03-19 04:33:23,10093066,30000000,69171580,67,12688408,,0.08186,0.001,0.012688408,0.079
24689163,2026-03-19 04:33:35,11720893,30000000,66343077,78,8772700,,0.075116,0.001,0.0087727,0.054446752
24689164,2026-03-19 04:33:47,20542991,30000000,64530194,136,1625159,,0.066155,0.0001,0.001625159,0.066414777
24689165,2026-03-19 04:33:59,24986682,30000000,67510946,166,15,,0.067511,1.5e-08,1.5e-08,0.008292886
24689166,2026-03-19 04:34:11,12188020,30000000,73129366,81,7533395,,0.080663,0.001,0.007533395,0.059556818
24689167,2026-03-19 04:34:23,5918362,30000000,71415714,39,8438870,,0.079855,0.001,0.00843887,0.079
24689168,2026-03-19 04:34:35,7953222,30000000,66010951,53,9141172,,0.075152,0.001,0.009141172,0.076820507
24689169,2026-03-19 04:34:47,25263336,30000000,62134581,168,1625159,,0.06376,0.000110005,0.001625159,0.01
24689170,2026-03-19 04:34:59,12860300,30000000,67448815,85,10000000,,0.077449,0.001625159,0.01,0.079
24689171,2026-03-19 04:35:11,5621332,30000000,66246147,37,43743555,,0.10999,0.008431103,0.043743555,0.5
24689172,2026-03-19 04:35:23,29993189,30000000,61068642,199,1625159,,0.062694,2.2e-08,0.001625159,0.01
24689173,2026-03-19 04:35:35,13587467,30000000,68698756,90,1625159,,0.070324,1.5e-08,0.001625159,0.1
24689174,2026-03-19 04:35:47,12439666,30000000,67890096,82,4243613,,0.072134,0.001395747,0.004243613,0.018663545
24689175,2026-03-19 04:35:59,4967159,30000000,66441585,33,12151973,,0.078594,0.001625159,0.012151973,0.070955957
24689176,2026-03-19 04:36:11,20021151,30000000,60886603,133,10000000,,0.070887,0.001,0.01,0.076510939
24689177,2026-03-19 04:36:23,29992236,30000000,63434276,199,15,,0.063434,1.5e-08,1.5e-08,0.007306394
24689178,2026-03-19 04:36:35,9288648,30000000,71359457,61,2062019,,0.073421,0.001395747,0.002062019,0.050413779
24689179,2026-03-19 04:36:47,8868046,30000000,67963133,59,10000000,,0.077963,0.001,0.01,0.089
24689180,2026-03-19 04:36:59,14541580,30000000,64490244,96,5092335,,0.069583,0.001,0.005092335,0.024986857
24689181,2026-03-19 04:37:11,9010900,30000000,64243881,60,10000000,,0.074244,0.001,0.01,0.071682415
24689182,2026-03-19 04:37:23,10096736,30000000,61037523,67,15,,0.061038,1.5e-08,1.5e-08,0.006418567
24689183,2026-03-19 04:37:35,29992926,30000000,58543498,199,509489,,0.059053,1.5e-08,0.000509489,0.018549177
24689184,2026-03-19 04:37:47,13771065,30000000,65857984,91,7324504,,0.073182,0.001,0.007324504,0.056217092
24689185,2026-03-19 04:37:59,6500951,30000000,65183525,43,10000001,,0.075184,0.001395747,0.010000001,1.0
24689186,2026-03-19 04:38:11,12849231,30000000,60566876,85,5000000,,0.065567,0.001,0.005,0.053315436
24689187,2026-03-19 04:38:23,29685946,30000000,59481332,197,1395747,,0.060877,6.7e-08,0.001395747,0.007613728
24689188,2026-03-19 04:38:35,12723291,30000000,66760829,84,1000000,,0.067761,1.5e-08,0.001,0.011896266
24689189,2026-03-19 04:38:47,19548838,30000000,65494205,130,1395747,,0.06689,1.5e-08,0.001395747,0.021294892
24689190,2026-03-19 04:38:59,7228455,30000000,67976892,48,10000001,,0.077977,0.001,0.010000001,0.065544796
24689191,2026-03-19 04:39:11,14718043,30000000,63574514,98,3186330,,0.066761,0.001,0.00318633,0.05
24689192,2026-03-19 04:39:23,10404622,30000000,63425138,69,9346518,,0.072772,0.001000015,0.009346518,0.089
24689193,2026-03-19 04:39:35,11959013,30000000,60996284,79,1000000,,0.061996,1.5e-08,0.001,0.010538095
24689194,2026-03-19 04:39:47,3965319,30000000,59450544,26,10000001,,0.069451,0.001,0.010000001,0.067698514
24689195,2026-03-19 04:39:59,14500830,30000000,53983730,96,10000000,,0.063984,0.001625159,0.01,0.1
24689196,2026-03-19 04:40:11,4067136,30000000,53759172,27,65141946,,0.118901,0.046240828,0.065141946,0.5
24689197,2026-03-19 04:40:23,16638842,30000000,48861325,110,1000000,,0.049861,1.5e-08,0.001,0.006471534
24689198,2026-03-19 04:40:35,29985384,30000000,49528625,199,5000000,,0.054529,0.00065,0.005,0.021422966
24689199,2026-03-19 04:40:47,8145047,30000000,55713670,54,44286330,,0.1,0.00426227,0.04428633,2.0
24689200,2026-03-19 04:40:59,29995169,30000000,52531049,199,1000000,,0.053531,1.5e-08,0.001,0.01
24689201,2026-03-19 04:41:11,11495571,30000000,59095315,76,5000000,,0.064095,1.5e-08,0.005,0.040904685
24689202,2026-03-19 04:41:23,23338447,30000000,57369521,155,1625159,,0.058995,0.000785687,0.001625159,0.019454408
24689203,2026-03-19 04:41:35,13289335,30000000,61355960,88,1625159,,0.062981,0.001,0.001625159,0.047549017
24689204,2026-03-19 04:41:47,8379906,30000000,60481298,55,10000000,,0.070481,0.001,0.01,0.054257774
24689205,2026-03-19 04:41:59,19418098,30000000,57144700,129,1395747,,0.05854,1.5e-08,0.001395747,0.015
24689206,2026-03-19 04:42:11,21795058,30000000,59248624,145,15,,0.059249,1.5e-08,1.5e-08,0.005924878
24689207,2026-03-19 04:42:23,12042265,30000000,62603605,80,7710076,,0.070314,0.004093165,0.007710076,0.051685825
24689208,2026-03-19 04:42:35,11961974,30000000,61060565,79,26256042,,0.087317,0.002795127,0.026256042,0.057436713
24689209,2026-03-19 04:42:47,6298213,30000000,59514703,41,641326,,0.060156,0.0,0.000641326,1.0
24689210,2026-03-19 04:42:59,11778751,30000000,55199001,78,21126724,,0.076326,0.01,0.021126724,0.115047606
24689211,2026-03-19 04:43:11,21201699,30000000,53717254,141,1625159,,0.055342,0.001,0.001625159,0.026256042
24689212,2026-03-19 04:43:23,28984216,30000000,56493406,193,17,,0.056493,1.5e-08,1.7e-08,0.005
24689213,2026-03-19 04:43:35,16760198,30000000,63076873,111,4715232,,0.067792,0.001395747,0.004715232,0.036923127
24689214,2026-03-19 04:43:47,19491518,30000000,64002104,129,3144482,,0.067147,3e-08,0.003144482,0.048984738
24689215,2026-03-19 04:43:59,8831710,30000000,66397659,58,4219117,,0.070617,1.5e-08,0.004219117,0.010000001
24689216,2026-03-19 04:44:11,3180402,30000000,62984660,21,11690161,,0.074675,0.010000001,0.011690161,0.079
24689217,2026-03-19 04:44:23,7668317,30000000,56780883,51,89000000,,0.145781,0.005269208,0.089,2.0
24689218,2026-03-19 04:44:35,22525950,30000000,53311722,150,7407195,,0.060719,0.001,0.007407195,0.05
24689219,2026-03-19 04:44:47,10370112,30000000,56655233,69,7318851,,0.063974,0.001,0.007318851,0.056906563
24689220,2026-03-19 04:44:59,16695778,30000000,54469339,111,1395747,,0.055865,3e-08,0.001395747,0.007851433
24689221,2026-03-19 04:45:11,10627291,30000000,55239071,70,7463643,,0.062703,0.001395747,0.007463643,0.058071425
24689222,2026-03-19 04:45:23,9716075,30000000,53226202,64,7536792,,0.060763,0.001,0.007536792,0.05725197
24689223,2026-03-19 04:45:35,22073364,30000000,50882509,147,1625159,,0.052508,1.5e-08,0.001625159,0.011438263
24689224,2026-03-19 04:45:47,10148633,30000000,53881763,67,30,,0.053882,1.5e-08,3e-08,0.006360315
24689225,2026-03-19 04:45:59,29995183,30000000,51703428,199,1395747,,0.053099,1.5e-08,0.001395747,0.007566527
24689226,2026-03-19 04:46:11,12676309,30000000,58164281,84,5000000,,0.063164,0.001625159,0.005,0.1
24689227,2026-03-19 04:46:23,13489271,30000000,57037983,89,5000000,,0.062038,0.001395747,0.005,0.02
24689228,2026-03-19 04:46:35,20793663,30000000,56319910,138,1395747,,0.057716,1.5e-08,0.001395747,0.009954454
24689229,2026-03-19 04:46:47,9900536,30000000,59039064,66,20456330,,0.079495,0.0003,0.02045633,0.14854009
24689230,2026-03-19 04:46:59,8138190,30000000,56530168,54,5000000,,0.06153,0.001,0.005,0.012662453
24689231,2026-03-19 04:47:11,6090320,30000000,53297675,40,20501173,,0.073799,0.00302225,0.020501173,1.0
24689232,2026-03-19 04:47:23,13731314,30000000,49340466,91,6167558,,0.055508,0.001482857,0.006167558,0.021322263
24689233,2026-03-19 04:47:35,19493590,30000000,48818820,129,1231511,,0.05005,0.000413479,0.001231511,0.05
24689234,2026-03-19 04:47:47,27003351,30000000,50646918,180,15,,0.050647,1.5e-08,1.5e-08,0.005
24689235,2026-03-19 04:47:59,12411698,30000000,55713024,82,1857054,,0.05757,0.0003,0.001857054,0.044286976
24689236,2026-03-19 04:48:11,14963891,30000000,54511340,99,5000000,,0.059511,0.0003,0.005,0.018447311
24689237,2026-03-19 04:48:23,17966981,30000000,54494938,119,5000000,,0.059495,0.0001,0.005,0.046798928
24689238,2026-03-19 04:48:35,9217504,30000000,55842316,61,15095152,,0.070937,0.00100602,0.015095152,0.1
24689239,2026-03-19 04:48:47,20425945,30000000,53151417,136,1000000,,0.054151,1.5e-08,0.001,0.01
24689240,2026-03-19 04:48:59,8739609,30000000,55554722,58,5000000,,0.060555,0.001,0.005,0.013166941
24689241,2026-03-19 04:49:11,4173435,30000000,52656437,27,10000000,,0.062656,0.001,0.01,0.053646427
24689242,2026-03-19 04:49:23,22503977,30000000,47905702,150,2741231,,0.050647,0.001,0.002741231,0.025981801
24689243,2026-03-19 04:49:35,9510201,30000000,50901396,63,3609959,,0.054511,0.001,0.003609959,0.021319762
24689244,2026-03-19 04:49:47,8209097,30000000,48572743,54,10000001,,0.058573,0.005,0.010000001,0.056740161
24689245,2026-03-19 04:49:59,11007443,30000000,45823970,73,5177425,,0.051001,0.00417634,0.005177425,0.05417603
24689246,2026-03-19 04:50:11,25315040,30000000,44299347,168,1395747,,0.045695,0.000700653,0.001395747,0.007595989
24689247,2026-03-19 04:50:23,12915948,30000000,48107259,86,9623033,,0.05773,0.001,0.009623033,0.032374814
24689248,2026-03-19 04:50:35,9492871,30000000,47271776,63,10102524,,0.057374,0.001,0.010102524,0.038570555
24689249,2026-03-19 04:50:47,17559232,30000000,45102345,117,6075,,0.045108,4.05e-06,6.075e-06,0.005
24689250,2026-03-19 04:50:59,29403181,30000000,46064239,196,2101959,,0.048166,0.001,0.002101959,0.015979966
24689251,2026-03-19 04:51:11,4080087,30000000,51593168,27,100000000,,0.151593,0.05,0.1,2.0
24689252,2026-03-19 04:51:23,7373066,30000000,46898228,49,9673490,,0.056572,0.005177425,0.00967349,1.0
24689253,2026-03-19 04:51:35,29938466,30000000,43917481,199,6082829,,0.05,0.001359058,0.006082829,0.05
24689254,2026-03-19 04:51:47,20853810,30000000,49384646,139,1000000,,0.050385,2.7e-06,0.001,0.001
24689255,2026-03-19 04:51:59,26877087,30000000,51793715,179,1395747,,0.053189,0.001,0.001395747,0.005847978
24689256,2026-03-19 04:52:11,8812928,30000000,56920035,58,1395747,,0.058316,1.5e-08,0.001395747,0.01
24689257,2026-03-19 04:52:23,29998752,30000000,53985299,199,1000000,,0.054985,1.5e-08,0.001,0.01087668
24689258,2026-03-19 04:52:35,11526431,30000000,60732900,76,1800,,0.060735,1.8e-06,1.8e-06,0.008538007
24689259,2026-03-19 04:52:47,20988025,30000000,58974902,139,1625159,,0.0606,0.001,0.001625159,0.011336912
24689260,2026-03-19 04:52:59,10859993,30000000,61917761,72,7076990,,0.068995,0.001395747,0.00707699,0.056032073
24689261,2026-03-19 04:53:11,18611204,30000000,59781595,124,3000000,,0.062782,0.001,0.003,0.010000001
24689262,2026-03-19 04:53:23,11153138,30000000,61580624,74,3000000,,0.064581,0.001625159,0.003,0.079
24689263,2026-03-19 04:53:35,26014093,30000000,59606523,173,1000000,,0.060607,0.001,0.001,0.003
24689264,2026-03-19 04:53:47,4986913,30000000,65077454,33,5000000,,0.070077,0.005,0.005,0.022238924
24689265,2026-03-19 04:53:59,5801497,30000000,59647236,38,59565840,,0.119213,0.001,0.05956584,0.5
24689266,2026-03-19 04:54:11,13992603,30000000,55075026,93,1000000,,0.056075,1.5e-08,0.001,0.010002443
24689267,2026-03-19 04:54:23,12095173,30000000,54612673,80,13126029,,0.067739,0.005,0.013126029,0.1
24689268,2026-03-19 04:54:35,21878462,30000000,53290671,145,5000000,,0.058291,0.001395747,0.005,0.056859411
24689269,2026-03-19 04:54:47,9954901,30000000,56345319,66,6661335,,0.063007,0.001,0.006661335,0.063217901
24689270,2026-03-19 04:54:59,11012145,30000000,53976422,73,10000001,,0.063976,0.002368912,0.010000001,0.1
24689271,2026-03-19 04:55:11,15583863,30000000,52182672,103,15,,0.052183,1.5e-08,1.5e-08,0.001
24689272,2026-03-19 04:55:23,14872135,30000000,52436568,99,5000000,,0.057437,0.001,0.005,0.011000002
24689273,2026-03-19 04:55:35,16176012,30000000,52380695,107,1800,,0.052382,1.5e-08,1.8e-06,0.006522835
24689274,2026-03-19 04:55:47,23978020,30000000,52894031,159,1000000,,0.053894,1.8e-06,0.001,0.009001154
24689275,2026-03-19 04:55:59,16057507,30000000,56851394,107,6347285,,0.063199,0.001,0.006347285,0.04751398
24689276,2026-03-19 04:56:11,11002485,30000000,57352400,73,5000000,,0.062352,0.001395747,0.005,0.048435692
24689277,2026-03-19 04:56:23,13609668,30000000,55441842,90,1625159,,0.057067,0.001,0.001625159,0.01691
24689278,2026-03-19 04:56:35,4403959,30000000,54799488,29,15963466,,0.070763,0.001,0.015963466,1.0
24689279,2026-03-19 04:56:47,17175607,30000000,49960675,114,8597467,,0.058558,0.001,0.008597467,0.045
24689280,2026-03-19 04:56:59,6948389,30000000,50866465,46,30000000,,0.080866,0.010119577,0.03,0.430380352
24689281,2026-03-19 04:57:11,29893905,30000000,47453491,199,1000000,,0.048453,1.5e-08,0.001,0.01
24689282,2026-03-19 04:57:23,7472121,30000000,53343222,49,7822167,,0.061165,0.001,0.007822167,0.047334871
24689283,2026-03-19 04:57:35,29997407,30000000,49996878,199,100000,,0.050097,1.5e-08,0.0001,0.005
24689284,2026-03-19 04:57:47,3586993,30000000,56245407,23,18664062,,0.074909,0.004187241,0.018664062,1.0
24689285,2026-03-19 04:57:59,24463947,30000000,50895997,163,1000000,,0.051896,1.5e-08,0.001,0.007822167
24689286,2026-03-19 04:58:11,13295454,30000000,54909972,88,5000000,,0.05991,0.001,0.005,0.011216452
24689287,2026-03-19 04:58:23,3207813,30000000,54130001,21,6270984,,0.060401,0.001,0.006270984,0.047662023
24689288,2026-03-19 04:58:35,29976017,30000000,48810743,199,1395747,,0.050206,1.5e-08,0.001395747,0.007125441
24689289,2026-03-19 04:58:47,21024086,30000000,54902330,140,1000000,,0.055902,2.2e-08,0.001,0.01586308
24689290,2026-03-19 04:58:59,4510212,30000000,57658466,30,50601566,,0.10826,0.000641079,0.050601566,1.0
24689291,2026-03-19 04:59:11,16492882,30000000,52618258,109,5000000,,0.057618,0.001,0.005,0.036035513
24689292,2026-03-19 04:59:23,13420934,30000000,53272865,89,5000000,,0.058273,0.0003,0.005,0.012499976
24689293,2026-03-19 04:59:35,18981358,30000000,52571854,126,1000000,,0.053572,3e-08,0.001,0.01
24689294,2026-03-19 04:59:47,13402862,30000000,54316082,89,5000000,,0.059316,0.001,0.005,0.052229678
24689295,2026-03-19 04:59:59,13026209,30000000,53593164,86,5000000,,0.058593,0.001079823,0.005,0.051506836
24689296,2026-03-19 05:00:11,2475591,30000000,52711650,16,160910,,0.052873,0.0,0.00016091,1.0
24689297,2026-03-19 05:00:23,29072081,30000000,47210132,193,5000000,,0.05221,0.001,0.005,0.018957951
24689298,2026-03-19 05:00:35,12364134,30000000,52746338,82,6325399,,0.059072,0.0003,0.006325399,0.052676992
24689299,2026-03-19 05:00:47,10318947,30000000,51587736,68,10000000,,0.061588,0.001395747,0.01,0.05390497
24689300,2026-03-19 05:00:59,29998612,30000000,49575362,199,1986138,,0.051562,3e-08,0.001986138,0.043771174
24689301,2026-03-19 05:01:11,12667161,30000000,55771709,84,5000000,,0.060772,0.001,0.005,0.031298101
24689302,2026-03-19 05:01:23,5871052,30000000,54687489,39,15000000,,0.069687,0.003470275,0.015,0.079
24689303,2026-03-19 05:01:35,29990897,30000000,50527162,199,1000000,,0.051527,1.5e-08,0.001,0.006971465
24689304,2026-03-19 05:01:47,13224546,30000000,56839224,88,5000000,,0.061839,0.001006878,0.005,0.05
24689305,2026-03-19 05:01:59,21724840,30000000,55998263,144,1395747,,0.057394,2.25e-06,0.001395747,0.006315897
24689306,2026-03-19 05:02:11,9806212,30000000,59136424,65,3000000,,0.062136,0.001395747,0.003,0.012747412
24689307,2026-03-19 05:02:23,11493470,30000000,56576907,76,10000001,,0.066577,0.0045,0.010000001,0.100000002
24689308,2026-03-19 05:02:35,29986704,30000000,54923669,199,1625159,,0.056549,1.5e-08,0.001625159,0.007599493
24689309,2026-03-19 05:02:47,11015571,30000000,61783042,73,1000000,,0.062783,1.5e-08,0.001,0.051370802
24689310,2026-03-19 05:02:59,10694103,30000000,59731625,71,10000001,,0.069732,0.001,0.010000001,0.053422219
24689311,2026-03-19 05:03:11,20746424,30000000,57588307,138,5000000,,0.062588,9.8297e-05,0.005,0.032143333
24689312,2026-03-19 05:03:23,11420515,30000000,60346031,76,5000000,,0.065346,0.001395747,0.005,0.05
24689313,2026-03-19 05:03:35,6023320,30000000,58545968,40,5000000,,0.063546,1.6e-08,0.005,0.013137488
24689314,2026-03-19 05:03:47,18229742,30000000,54166399,121,5000000,,0.059166,0.001,0.005,0.079
24689315,2026-03-19 05:03:59,5763769,30000000,55624261,38,79000000,,0.134624,0.01,0.079,0.404921215
24689316,2026-03-19 05:04:11,29729481,30000000,51342941,198,5000000,,0.056343,0.00024481,0.005,0.015037709
24689317,2026-03-19 05:04:23,12735362,30000000,57645065,84,5000000,,0.062645,1.5e-08,0.005,0.089
24689318,2026-03-19 05:04:35,5521612,30000000,56557189,36,5000000,,0.061557,0.005,0.005,0.01
24689319,2026-03-19 05:04:47,19140925,30000000,52089932,127,6917409,,0.059007,0.001625159,0.006917409,0.200000002
24689320,2026-03-19 05:04:59,17790064,30000000,53887436,118,2000000,,0.055887,0.001,0.002,0.007205635
24689321,2026-03-19 05:05:11,9310844,30000000,55140348,62,5000000,,0.06014,0.001,0.005,0.049039546
24689322,2026-03-19 05:05:23,11733277,30000000,52526165,78,5371216,,0.057897,0.001395747,0.005371216,0.055248737
24689323,2026-03-19 05:05:35,28046439,30000000,51096262,186,10000,,0.051106,1.5e-08,1e-05,0.002791189
24689324,2026-03-19 05:05:47,15650214,30000000,56651464,104,5000000,,0.061651,3e-08,0.005,0.071004825
24689325,2026-03-19 05:05:59,12741424,30000000,56958427,84,10000000,,0.066958,0.003695972,0.01,0.0948
24689326,2026-03-19 05:06:11,4473193,30000000,55886386,29,11767883,,0.067654,0.003919978,0.011767883,0.057416572
24689327,2026-03-19 05:06:23,7742207,30000000,50983843,51,100000000,,0.150984,0.009773696,0.1,0.258159695
24689328,2026-03-19 05:06:35,19245663,30000000,47900259,128,3196018,,0.051096,0.000125,0.003196018,0.00585725
24689329,2026-03-19 05:06:47,29949944,30000000,49594995,199,5000000,,0.054595,0.001,0.005,0.08520579
24689330,2026-03-19 05:06:59,11034240,30000000,55773682,73,9620482,,0.065394,0.001,0.009620482,0.046194034
24689331,2026-03-19 05:07:11,20294801,30000000,53930474,135,1395747,,0.055326,1.5e-08,0.001395747,0.010000001
24689332,2026-03-19 05:07:23,7611909,30000000,56310066,50,6741311,,0.063051,0.005,0.006741311,0.055237328
24689333,2026-03-19 05:07:35,21789029,30000000,52843201,145,1395747,,0.054239,0.001,0.001395747,0.013310004
24689334,2026-03-19 05:07:47,2989191,30000000,55832818,19,200000000,,0.255833,2.3e-08,0.2,1.0
24689335,2026-03-19 05:07:59,20154535,30000000,50244508,134,1000000,,0.051245,3e-08,0.001,0.017327589
24689336,2026-03-19 05:08:11,12613851,30000000,52402733,84,5000000,,0.057403,0.001,0.005,0.048613204
24689337,2026-03-19 05:08:23,10038451,30000000,51360728,66,45,,0.051361,1.5e-08,4.5e-08,0.006550343
24689338,2026-03-19 05:08:35,5446261,30000000,49237156,36,63383006,,0.11262,0.008405867,0.063383006,2.0
24689339,2026-03-19 05:08:47,29797061,30000000,45317165,198,2782835,,0.0481,0.001395747,0.002782835,0.008843706
24689340,2026-03-19 05:08:59,5514592,30000000,50905172,36,100000002,,0.150905,0.005,0.100000002,0.100000002
24689341,2026-03-19 05:09:11,29755341,30000000,46881370,198,5000000,,0.051881,0.001,0.005,0.05
24689342,2026-03-19 05:09:23,15071812,30000000,52645958,100,1000000,,0.053646,1.5e-08,0.001,0.032245035
24689343,2026-03-19 05:09:35,2091500,30000000,52677463,13,79000000,,0.131677,0.047403619,0.079,1.003580181
24689344,2026-03-19 05:09:47,15527809,30000000,47010905,103,5000000,,0.052011,1.5e-08,0.005,0.02142886
24689345,2026-03-19 05:09:59,26280437,30000000,47217678,175,1625159,,0.048843,0.000125,0.001625159,0.016109063
24689346,2026-03-19 05:10:11,15675424,30000000,51656311,104,1625159,,0.053281,1.5e-08,0.001625159,0.009726689
24689347,2026-03-19 05:10:23,15308305,30000000,51947060,102,5270618,,0.057218,0.001,0.005270618,0.02037194
24689348,2026-03-19 05:10:35,59791,30000000,52080522,0,2947919478,,3.0,2.0,2.947919478,3.0
24689349,2026-03-19 05:10:47,14124305,30000000,45596407,94,7317514,,0.052914,0.002403593,0.007317514,0.1
24689350,2026-03-19 05:10:59,28502682,30000000,45263670,190,6510067,,0.051774,0.001,0.006510067,0.05
24689351,2026-03-19 05:11:11,14303278,30000000,50356844,95,5699552,,0.056056,0.001,0.005699552,0.049643156
24689352,2026-03-19 05:11:23,9089143,30000000,50064472,60,6383499,,0.056448,0.001,0.006383499,0.1
24689353,2026-03-19 05:11:35,13094400,30000000,47598440,87,7200,,0.047606,1.5e-08,7.2e-06,0.00565796
24689354,2026-03-19 05:11:47,28175022,30000000,46842577,187,5000000,,0.051843,1.5e-08,0.005,0.05
24689355,2026-03-19 05:11:59,8851547,30000000,51985510,59,5949806,,0.057935,0.001625159,0.005949806,0.1
24689356,2026-03-19 05:12:11,11134140,30000000,49321924,74,5000000,,0.054322,0.001,0.005,0.050678076
24689357,2026-03-19 05:12:23,4818146,30000000,47732994,32,10000001,,0.057733,0.0,0.010000001,0.507141589
24689358,2026-03-19 05:12:35,28036645,30000000,43682908,186,5855324,,0.049538,0.001580777,0.005855324,0.045721538
24689359,2026-03-19 05:12:47,17508762,30000000,48428562,116,5000000,,0.053429,0.005,0.005,0.010000001
24689360,2026-03-19 05:12:59,28214270,30000000,49441026,188,6053572,,0.055495,0.001,0.006053572,0.02125964
24689361,2026-03-19 05:13:11,8235704,30000000,54885418,54,1000000,,0.055885,0.001,0.001,0.005
24689362,2026-03-19 05:13:23,21978873,30000000,51791575,146,5000000,,0.056792,0.001,0.005,0.05
24689363,2026-03-19 05:13:35,10504597,30000000,54803631,70,7250822,,0.062054,0.005,0.007250822,0.035635774
24689364,2026-03-19 05:13:47,26194337,30000000,52750595,174,1000000,,0.053751,1.5e-08,0.001,0.009978085
24689365,2026-03-19 05:13:59,10663090,30000000,57671494,71,5000000,,0.062671,0.001,0.005,0.051935798
24689366,2026-03-19 05:14:11,12868223,30000000,55587194,85,7851465,,0.063439,0.001000015,0.007851465,0.05
24689367,2026-03-19 05:14:23,10779552,30000000,54599699,71,10000000,,0.0646,0.001,0.01,0.013976094
24689368,2026-03-19 05:14:35,25288287,30000000,52679406,168,2114621,,0.054794,0.001,0.002114621,0.010000001
24689369,2026-03-19 05:14:47,10383562,30000000,57195913,69,6824964,,0.064021,0.0001,0.006824964,0.052003515
24689370,2026-03-19 05:14:59,16922351,30000000,54995569,112,1000000,,0.055996,1.5e-08,0.001,0.015
24689371,2026-03-19 05:15:11,9564607,30000000,55876575,63,5000000,,0.060877,0.001625159,0.005,0.1
24689372,2026-03-19 05:15:23,18270326,30000000,53345649,121,1000000,,0.054346,4.5e-08,0.001,0.0081186
24689373,2026-03-19 05:15:35,11643824,30000000,54799463,77,8932247,,0.063732,0.001395747,0.008932247,0.175778279
24689374,2026-03-19 05:15:47,7775949,30000000,53266825,51,5000000,,0.058267,0.001,0.005,0.1
24689375,2026-03-19 05:15:59,25357315,30000000,50060140,169,1395747,,0.051456,0.0001,0.001395747,0.010272084
24689376,2026-03-19 05:16:11,15215209,30000000,54380879,101,1000000,,0.055381,1.5e-08,0.001,0.01812982
