block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24688073,2026-03-19 00:53:35,8392343,60000000,128529201,125,409077981,,0.537607
24688074,2026-03-19 00:53:47,12498119,60000000,116957473,117,1565743491,,1.682701
24688075,2026-03-19 00:53:59,12721639,60000000,108428408,127,834899597,,0.943328
24688076,2026-03-19 00:54:11,40138429,60000000,100622304,283,613159532,,0.713782
24688077,2026-03-19 00:54:23,19730638,60000000,104872937,411,202681953,,0.307555
24688078,2026-03-19 00:54:35,59997548,60000000,100385529,923,112708623,,0.213094
24688079,2026-03-19 00:54:47,59982475,60000000,112932694,1480,26898371,,0.139831
24688080,2026-03-19 00:54:59,26746748,60000000,127041034,409,317020337,,0.444061
24688081,2026-03-19 00:55:11,25731822,60000000,125318966,332,285023639,,0.410343
24688082,2026-03-19 00:55:23,45946955,60000000,123090285,329,652960062,,0.77605
24688083,2026-03-19 00:55:35,39420497,60000000,131269098,633,242437912,,0.373707
24688084,2026-03-19 00:55:47,24251185,60000000,136421681,214,540400590,,0.676822
24688085,2026-03-19 00:55:59,8266364,60000000,133153919,156,298135271,,0.431289
24688086,2026-03-19 00:56:11,59992344,60000000,121095924,1211,108760067,,0.229856
24688087,2026-03-19 00:56:23,10020391,60000000,136229051,80,897983920,,1.034213
24688088,2026-03-19 00:56:35,38366165,60000000,124888205,612,139410489,,0.264299
24688089,2026-03-19 00:56:47,29838770,59941408,129241685,431,236808078,,0.36605
24688090,2026-03-19 00:56:59,28031088,59999943,129170569,412,251691141,,0.380862
24688091,2026-03-19 00:57:11,27861224,60000000,128110895,436,322395979,,0.450507
24688092,2026-03-19 00:57:23,20304359,60000000,126969227,233,290724530,,0.417694
24688093,2026-03-19 00:57:35,37214753,60000000,121839861,558,93111465,,0.214951
24688094,2026-03-19 00:57:47,22567740,60000000,125502546,412,200653089,,0.326156
24688095,2026-03-19 00:57:59,20415998,59941408,121616015,131,657769335,,0.779385
24688096,2026-03-19 00:58:11,53476494,59999943,116769594,733,179338078,,0.296108
24688097,2026-03-19 00:58:23,22407923,60000000,128191871,461,228421808,,0.356614
24688098,2026-03-19 00:58:35,59990364,60000000,124136694,598,269417837,,0.393555
24688099,2026-03-19 00:58:47,16583411,60000000,139648796,184,707403569,,0.847052
24688100,2026-03-19 00:58:59,12042706,60000000,131842086,150,189869942,,0.321712
24688101,2026-03-19 00:59:11,53755488,60000000,121977390,537,342678937,,0.464656
24688102,2026-03-19 00:59:23,50461176,60000000,134050858,507,198469547,,0.33252
24688103,2026-03-19 00:59:35,53057808,60000000,145479350,481,245772822,,0.391252
24688104,2026-03-19 00:59:47,49833993,59941408,159456162,596,168382599,,0.327839
24688105,2026-03-19 00:59:59,9076150,59999943,172666244,108,1556314723,,1.728981
24688106,2026-03-19 01:00:11,50208247,59941351,157612740,460,567917416,,0.72553
24688107,2026-03-19 01:00:23,24091981,59999886,170916157,337,521950220,,0.692866
24688108,2026-03-19 01:00:35,10321014,60000000,166708791,101,1106046223,,1.272755
24688109,2026-03-19 01:00:47,18000078,60000000,153039375,196,584105778,,0.737145
24688110,2026-03-19 01:00:59,37818466,60000000,145387456,571,208392247,,0.35378
24688111,2026-03-19 01:01:11,27827297,60000000,150123734,258,1311768884,,1.461893
24688112,2026-03-19 01:01:23,25143440,60000000,148764675,438,240688397,,0.389453
24688113,2026-03-19 01:01:35,37514571,60000000,145754323,824,113836374,,0.259591
24688114,2026-03-19 01:01:47,30378221,60000000,150317994,330,499723724,,0.650042
24688115,2026-03-19 01:01:59,17219730,60000000,150554883,250,291700733,,0.442256
24688116,2026-03-19 01:02:11,31083987,60000000,142537667,390,343158842,,0.485697
24688117,2026-03-19 01:02:23,20370574,60000000,143181454,260,397181463,,0.540363
24688118,2026-03-19 01:02:35,30025590,60000000,137436641,145,557518742,,0.694955
24688119,2026-03-19 01:02:47,22229820,60000000,137451295,287,366950411,,0.504402
24688120,2026-03-19 01:02:59,22325957,60000000,133001207,370,263229351,,0.396231
24688121,2026-03-19 01:03:11,59989537,60000000,128748470,611,182502414,,0.311251
24688122,2026-03-19 01:03:23,13655283,60000000,144836415,257,344713388,,0.48955
24688123,2026-03-19 01:03:35,21416040,60000000,134972623,348,432266423,,0.567239
24688124,2026-03-19 01:03:47,11578066,59941408,130145125,98,545866564,,0.676012
24688125,2026-03-19 01:03:59,39669591,59999943,120161576,444,188915288,,0.309077
24688126,2026-03-19 01:04:11,29683807,60000000,125002900,1083,31963826,,0.156967
24688127,2026-03-19 01:04:23,53178151,60000000,124838213,596,255757953,,0.380596
24688128,2026-03-19 01:04:35,28732084,60000000,136894541,297,414933543,,0.551828
24688129,2026-03-19 01:04:47,32898195,60000000,136171330,486,195290682,,0.331462
24688130,2026-03-19 01:04:59,17652693,60000000,137815709,204,401999218,,0.539815
24688131,2026-03-19 01:05:11,5617192,59941408,130725489,51,1455434395,,1.58616
24688132,2026-03-19 01:05:23,11900229,59882873,117447420,67,529427863,,0.646875
24688133,2026-03-19 01:05:35,59935787,59941351,108601430,677,278341069,,0.386942
24688134,2026-03-19 01:05:47,37462071,59999886,122174088,1049,77365163,,0.199539
24688135,2026-03-19 01:05:59,15326889,60000000,125972756,113,519058935,,0.645032
24688136,2026-03-19 01:06:11,55448365,60000000,118271039,1290,125238260,,0.243509
24688137,2026-03-19 01:06:23,19927745,60000000,130811891,360,193255763,,0.324068
24688138,2026-03-19 01:06:35,52847265,59941408,125322013,521,275645869,,0.400968
24688139,2026-03-19 01:06:47,25618199,59882873,137279259,411,275852688,,0.413132
24688140,2026-03-19 01:06:59,16386241,59941351,134801544,72,693253568,,0.828055
24688141,2026-03-19 01:07:11,7165388,59999886,127164068,146,346889359,,0.474053
24688142,2026-03-19 01:07:23,59983277,60000000,115065150,1141,145118955,,0.260184
24688143,2026-03-19 01:07:47,16414100,60000000,129440276,202,577182729,,0.706623
24688144,2026-03-19 01:07:59,56005749,60000000,122112932,1003,113842123,,0.235955
24688145,2026-03-19 01:08:11,33423400,60000000,135344758,479,262138073,,0.397483
24688146,2026-03-19 01:08:23,21783754,60000000,137275338,273,416479835,,0.553755
24688147,2026-03-19 01:08:35,20191062,60000000,132575805,208,484622030,,0.617198
24688148,2026-03-19 01:08:47,48463299,60000000,127157356,566,129327297,,0.256485
24688149,2026-03-19 01:08:59,23018487,60000000,136939623,436,421050595,,0.55799
24688150,2026-03-19 01:09:11,16305616,60000000,132956100,310,214964622,,0.347921
24688151,2026-03-19 01:09:23,19083286,60000000,125369634,131,1809712506,,1.935082
24688152,2026-03-19 01:09:35,25811905,60000000,119667033,402,258338202,,0.378005
24688153,2026-03-19 01:09:47,56197140,60000000,117578796,1201,84641905,,0.202221
24688154,2026-03-19 01:09:59,15339305,60000000,130413080,260,270918681,,0.401332
24688155,2026-03-19 01:10:11,28831432,59941408,122446637,432,219656277,,0.342103
24688156,2026-03-19 01:10:23,24756298,59999943,121864819,230,502565704,,0.624431
24688157,2026-03-19 01:10:35,20227649,59941351,119202237,208,328324058,,0.447526
24688158,2026-03-19 01:10:47,56537049,59999886,114358376,1568,91674981,,0.206033
24688159,2026-03-19 01:10:59,18961172,60000000,127003151,286,234824465,,0.361828
24688160,2026-03-19 01:11:11,19888855,60000000,121161627,382,401150468,,0.522312
24688161,2026-03-19 01:11:23,22785476,60000000,116057116,377,293962791,,0.41002
24688162,2026-03-19 01:11:35,26258527,60000000,112568380,192,568506264,,0.681075
24688163,2026-03-19 01:11:47,22328055,60000000,110813499,362,319112127,,0.429926
24688164,2026-03-19 01:11:59,31129686,60000000,107271187,663,69375364,,0.176647
24688165,2026-03-19 01:12:11,32886890,59941408,107776115,594,179922145,,0.287698
24688166,2026-03-19 01:12:23,40966909,59999943,109086958,801,110874864,,0.219962
24688167,2026-03-19 01:12:35,14495504,60000000,114071754,391,186262133,,0.300334
24688168,2026-03-19 01:12:47,52967230,60000000,106702483,1115,97256003,,0.203958
24688169,2026-03-19 01:12:59,18373334,60000000,116913568,344,339698172,,0.456612
24688170,2026-03-19 01:13:11,17313903,59941408,111249756,318,239364942,,0.350615
24688171,2026-03-19 01:13:23,32021985,59999943,105377080,968,63150193,,0.168527
24688172,2026-03-19 01:13:35,9042257,60000000,106264888,75,826577874,,0.932843
24688173,2026-03-19 01:13:47,33887083,60000000,96985421,393,248704277,,0.34569
24688174,2026-03-19 01:13:59,40939630,60000000,98556214,911,100118286,,0.198675
24688175,2026-03-19 01:14:11,32973497,60000000,103048582,491,173853694,,0.276902
24688176,2026-03-19 01:14:23,54034951,60000000,104325309,1168,129220616,,0.233546
24688177,2026-03-19 01:14:35,16212545,60000000,114773032,248,262923414,,0.377696
24688178,2026-03-19 01:14:47,22873371,60000000,108179582,420,219978896,,0.328158
24688179,2026-03-19 01:14:59,38034274,60000000,104967267,400,287061856,,0.392029
24688180,2026-03-19 01:15:11,21067056,60000000,108481166,285,326333102,,0.434814
24688181,2026-03-19 01:15:23,24158805,60000000,104443432,498,119118496,,0.223562
24688182,2026-03-19 01:15:35,36264554,60000000,101901456,679,138414504,,0.240316
24688183,2026-03-19 01:15:47,24782475,60000000,104561319,288,495941477,,0.600503
24688184,2026-03-19 01:15:59,37304664,60000000,102288189,610,125662165,,0.22795
24688185,2026-03-19 01:16:11,18448380,60000000,105401442,260,374270013,,0.479671
24688186,2026-03-19 01:16:23,20269209,59941408,100328287,411,220704709,,0.321033
24688187,2026-03-19 01:16:35,37155931,59882873,96268763,187,433554218,,0.529823
24688188,2026-03-19 01:16:47,9046046,59941351,99168300,151,333301249,,0.43247
24688189,2026-03-19 01:16:59,32177626,59999886,90513758,301,361336553,,0.45185
24688190,2026-03-19 01:17:11,27946388,60000000,91335052,465,238806505,,0.330142
24688191,2026-03-19 01:17:23,18185539,60000000,90553524,186,545810450,,0.636364
24688192,2026-03-19 01:17:35,13192491,60000000,86095853,150,607703518,,0.693799
24688193,2026-03-19 01:17:47,59990172,60000000,80066450,1746,34560489,,0.114627
24688194,2026-03-19 01:17:59,40375153,60000000,90071477,766,139776323,,0.229848
24688195,2026-03-19 01:18:11,26892169,60000000,93965249,191,522870389,,0.616836
24688196,2026-03-19 01:18:23,23714043,60000000,92748466,58,1405703128,,1.498452
24688197,2026-03-19 01:18:35,29940063,60000000,90319246,292,395932910,,0.486252
24688198,2026-03-19 01:18:47,40115993,60000000,90296690,971,64458940,,0.154756
24688199,2026-03-19 01:18:59,40518083,60000000,94102692,550,198116885,,0.29222
24688200,2026-03-19 01:19:11,20008200,60000000,98226775,262,396362102,,0.494589
24688201,2026-03-19 01:19:23,25178451,60000000,94137349,614,64445766,,0.158583
24688202,2026-03-19 01:19:35,31337741,59941408,92246150,397,243017832,,0.335264
24688203,2026-03-19 01:19:47,18693234,59999943,92772096,184,504875908,,0.597648
24688204,2026-03-19 01:19:59,7868447,60000000,88401469,103,859701446,,0.948103
24688205,2026-03-19 01:20:11,21437108,60000000,80249545,288,856409691,,0.936659
24688206,2026-03-19 01:20:23,43363054,60000000,77386345,508,444084977,,0.521471
24688207,2026-03-19 01:20:35,31287682,60000000,81695169,392,317519560,,0.399215
24688208,2026-03-19 01:20:47,59936112,59941408,82133491,1247,141923833,,0.224057
24688209,2026-03-19 01:20:59,54083218,59999943,92398363,1046,95595861,,0.187994
24688210,2026-03-19 01:21:11,21892234,60000000,101670257,366,306854145,,0.408524
24688211,2026-03-19 01:21:23,41251409,60000000,98235596,367,160593652,,0.258829
24688212,2026-03-19 01:21:35,27621235,60000000,102840966,224,417281042,,0.520122
24688213,2026-03-19 01:21:47,7130533,60000000,101821656,110,1225286950,,1.327109
24688214,2026-03-19 01:21:59,59997453,60000000,92119127,1183,139500620,,0.23162
24688215,2026-03-19 01:22:11,27524421,60000000,103633040,531,346298643,,0.449932
24688216,2026-03-19 01:22:23,25776450,60000000,102564075,517,291884000,,0.394448
24688217,2026-03-19 01:22:35,20948712,60000000,100759140,276,630942046,,0.731701
24688218,2026-03-19 01:22:47,12927364,60000000,96959141,247,447527012,,0.544486
24688219,2026-03-19 01:22:59,59986418,60000000,90061858,1458,90125013,,0.180187
24688220,2026-03-19 01:23:11,31664830,60000000,101314493,644,134041302,,0.235356
24688221,2026-03-19 01:23:23,13585142,60000000,102017290,76,1139999132,,1.242016
24688222,2026-03-19 01:23:35,13470156,60000000,95039793,106,1334862577,,1.429902
24688223,2026-03-19 01:23:47,11375192,59941408,88493990,120,681548978,,0.770043
24688224,2026-03-19 01:23:59,56694890,59999943,81630659,576,218631076,,0.300262
24688225,2026-03-19 01:24:11,34600316,59941351,90710350,181,439041830,,0.529752
24688226,2026-03-19 01:24:23,14711483,59999886,92461880,105,624715278,,0.717177
24688227,2026-03-19 01:24:35,57542458,60000000,86571870,1028,101030173,,0.187602
24688228,2026-03-19 01:24:47,36070777,60000000,96506878,229,254593682,,0.351101
24688229,2026-03-19 01:24:59,33285093,60000000,98948010,391,564524456,,0.663472
24688230,2026-03-19 01:25:11,10270430,60000000,100302399,133,884658571,,0.984961
24688231,2026-03-19 01:25:23,45933267,60000000,92056886,495,171758102,,0.263815
24688232,2026-03-19 01:25:35,18420073,60000000,98168414,328,280837034,,0.379005
24688233,2026-03-19 01:25:47,7744666,60000000,93431818,95,274528324,,0.36796
24688234,2026-03-19 01:25:59,41156769,60000000,84767834,486,679185020,,0.763953
24688235,2026-03-19 01:26:11,24872836,60000000,88708397,249,260152106,,0.348861
24688236,2026-03-19 01:26:23,5095768,60000000,86813304,59,1079032390,,1.165846
24688237,2026-03-19 01:26:35,59997171,60000000,77804893,1854,33613643,,0.111419
24688238,2026-03-19 01:26:47,39327017,60000000,87529587,510,355626974,,0.443157
24688239,2026-03-19 01:26:59,32974913,60000000,90931211,384,245281710,,0.336213
24688240,2026-03-19 01:27:11,45137721,59941408,92058346,630,309816044,,0.401874
24688241,2026-03-19 01:27:23,30828580,59999943,97881743,474,613001368,,0.710883
24688242,2026-03-19 01:27:35,17430168,59941351,98219683,313,327815662,,0.426035
24688243,2026-03-19 01:27:47,8764536,59999886,93082476,90,1052513735,,1.145596
24688244,2026-03-19 01:27:59,59936806,59941294,84846443,1031,118510111,,0.203357
24688245,2026-03-19 01:28:11,27985552,59882759,95450660,411,355297258,,0.450748
24688246,2026-03-19 01:28:23,29776101,59941237,94671283,302,362207850,,0.456879
24688247,2026-03-19 01:28:35,45621307,59999772,94594478,908,112377653,,0.206972
24688248,2026-03-19 01:28:47,14807784,60000000,100751585,128,686604952,,0.787357
24688249,2026-03-19 01:28:59,23465943,60000000,94373919,256,454228715,,0.548603
24688250,2026-03-19 01:29:11,59911157,60000000,91804567,392,265064541,,0.356869
24688251,2026-03-19 01:29:23,28970079,60000000,103246153,445,166881169,,0.270127
24688252,2026-03-19 01:29:35,31250527,60000000,102803089,444,173457842,,0.276261
24688253,2026-03-19 01:29:47,21119263,60000000,103338747,316,192114166,,0.295453
24688254,2026-03-19 01:29:59,28327086,60000000,99514897,579,151818125,,0.251333
24688255,2026-03-19 01:30:11,30324529,60000000,98821231,371,381872902,,0.480694
24688256,2026-03-19 01:30:23,53070651,60000000,98954857,1134,80844125,,0.179799
24688257,2026-03-19 01:30:35,27948660,60000000,108467161,317,305541929,,0.414009
24688258,2026-03-19 01:30:47,30684224,59941408,107540066,435,233416977,,0.340957
24688259,2026-03-19 01:30:59,39194512,59999943,107860095,447,204944332,,0.312804
24688260,2026-03-19 01:31:11,20310298,59941351,111992282,245,480531826,,0.592524
24688261,2026-03-19 01:31:23,4702379,59999886,107480006,58,1515134303,,1.622614
24688262,2026-03-19 01:31:35,19416946,60000000,96150892,105,738404249,,0.834555
24688263,2026-03-19 01:31:47,41477396,60000000,91911017,456,180309585,,0.272221
24688264,2026-03-19 01:31:59,38457415,60000000,96306430,1366,35024229,,0.131331
24688265,2026-03-19 01:32:11,40390209,60000000,99700194,434,193603637,,0.293304
24688266,2026-03-19 01:32:23,23378203,60000000,104016468,215,562518846,,0.666535
24688267,2026-03-19 01:32:35,35694278,60000000,101146569,609,203165695,,0.304312
24688268,2026-03-19 01:32:47,30427433,60000000,103546388,396,251779669,,0.355326
24688269,2026-03-19 01:32:59,30093781,60000000,103730801,494,179735703,,0.283467
24688270,2026-03-19 01:33:11,17082130,59941408,103771334,300,215692913,,0.319464
24688271,2026-03-19 01:33:23,27983701,59999943,98193118,340,183917597,,0.282111
24688272,2026-03-19 01:33:35,30717445,60000000,97368185,503,196412692,,0.293781
24688273,2026-03-19 01:33:47,31907779,60000000,97659252,450,294183193,,0.391842
24688274,2026-03-19 01:33:59,26561162,60000000,98435553,290,361084105,,0.45952
24688275,2026-03-19 01:34:11,25523729,60000000,97025120,265,448181479,,0.545207
24688276,2026-03-19 01:34:23,36599291,60000000,95215492,509,111560983,,0.206776
24688277,2026-03-19 01:34:35,11849362,60000000,97833636,91,1074048470,,1.171882
24688278,2026-03-19 01:34:47,59996094,60000000,90434708,1258,109529236,,0.199964
24688279,2026-03-19 01:34:59,9406031,60000000,101737574,71,1120442707,,1.22218
24688280,2026-03-19 01:35:11,33076641,60000000,93007656,1050,35912027,,0.12892
24688281,2026-03-19 01:35:23,40229635,60000000,94199952,248,371715053,,0.465915
24688282,2026-03-19 01:35:35,52002483,60000000,98215081,638,143694164,,0.241909
24688283,2026-03-19 01:35:47,12341756,60000000,107219146,86,1108005014,,1.215224
24688284,2026-03-19 01:35:59,36270305,60000000,99330389,667,193161769,,0.292492
24688285,2026-03-19 01:36:11,17631632,60000000,101925521,278,364480307,,0.466406
24688286,2026-03-19 01:36:23,24097669,60000000,96672803,371,319047922,,0.415721
24688287,2026-03-19 01:36:35,20380727,60000000,94295325,223,392429515,,0.486725
24688288,2026-03-19 01:36:47,19061774,60000000,90515940,253,414969270,,0.505485
24688289,2026-03-19 01:36:59,15053914,60000000,86390591,240,721141785,,0.807532
24688290,2026-03-19 01:37:11,59778318,60000000,81010586,334,226310416,,0.307321
24688291,2026-03-19 01:37:23,9717293,60000000,91062081,128,701039298,,0.792101
24688292,2026-03-19 01:37:35,38747865,60000000,83366309,1027,49779112,,0.133145
24688293,2026-03-19 01:37:47,59992102,60000000,86404964,657,213661986,,0.300067
24688294,2026-03-19 01:37:59,15598474,60000000,97202741,116,629901769,,0.727105
24688295,2026-03-19 01:38:11,58074345,60000000,91369959,1361,61047754,,0.152418
24688296,2026-03-19 01:38:23,26297935,60000000,102058091,280,444145626,,0.546204
24688297,2026-03-19 01:38:35,20416835,60000000,100483818,267,375528476,,0.476012
24688298,2026-03-19 01:38:47,38103970,60000000,96471514,437,193480359,,0.289952
24688299,2026-03-19 01:38:59,32597065,60000000,99729023,436,468740552,,0.56847
24688300,2026-03-19 01:39:11,31941719,60000000,100808201,494,289173432,,0.389982
24688301,2026-03-19 01:39:23,32256863,60000000,101623789,372,202226969,,0.303851
24688302,2026-03-19 01:39:35,25661686,60000000,102579418,224,452270649,,0.55485
24688303,2026-03-19 01:39:47,53278126,60000000,100725161,429,218888432,,0.319614
24688304,2026-03-19 01:39:59,22138125,60000000,110494715,307,317574706,,0.428069
24688305,2026-03-19 01:40:11,21073472,60000000,106875150,98,1112302414,,1.219178
24688306,2026-03-19 01:40:23,53663689,60000000,102900050,593,219629026,,0.322529
24688307,2026-03-19 01:40:35,36694925,60000000,113045861,456,165415848,,0.278462
24688308,2026-03-19 01:40:47,22855075,60000000,116199334,255,337317504,,0.453517
24688309,2026-03-19 01:40:59,20052987,59941408,112740020,260,374217811,,0.486958
24688310,2026-03-19 01:41:11,30428927,59999943,108076618,461,213295551,,0.321372
24688311,2026-03-19 01:41:23,9652865,60000000,108269785,77,1016413290,,1.124683
24688312,2026-03-19 01:41:35,57646308,60000000,99090702,1410,68342927,,0.167434
24688313,2026-03-19 01:41:47,20483246,60000000,110505252,241,415284006,,0.525789
24688314,2026-03-19 01:41:59,6052783,59941408,106123372,83,984633940,,1.090757
24688315,2026-03-19 01:42:11,39324300,59999943,95536991,325,393360399,,0.488897
24688316,2026-03-19 01:42:23,21567294,60000000,99248737,204,427019813,,0.526269
24688317,2026-03-19 01:42:35,13318283,60000000,95761507,80,805980792,,0.901742
24688318,2026-03-19 01:42:47,27698457,60000000,89105398,216,410373395,,0.499479
24688319,2026-03-19 01:43:11,2360189,59941408,88250899,43,1759662454,,1.847913
24688320,2026-03-19 01:43:23,59983855,59999943,78088255,524,385441633,,0.46353
24688321,2026-03-19 01:43:35,21671072,60000000,87844052,247,270864164,,0.358708
24688322,2026-03-19 01:43:47,52452282,60000000,84795524,796,158696856,,0.243492
24688323,2026-03-19 01:43:59,46797001,60000000,92728244,682,161282474,,0.254011
24688324,2026-03-19 01:44:11,12366537,60000000,99218062,123,564322426,,0.66354
24688325,2026-03-19 01:44:23,8483940,60000000,91928237,198,315649720,,0.407578
24688326,2026-03-19 01:44:35,48429403,60000000,83686848,707,168705363,,0.252392
24688327,2026-03-19 01:44:47,26921203,60000000,90113092,511,182824322,,0.272937
24688328,2026-03-19 01:44:59,59997764,60000000,88957093,1421,119643344,,0.2086
24688329,2026-03-19 01:45:11,22510511,60000000,100075900,234,407366491,,0.507442
24688330,2026-03-19 01:45:23,33615087,60000000,96952912,464,328166127,,0.425119
24688331,2026-03-19 01:45:35,24060495,59941408,98413300,288,311991830,,0.410405
24688332,2026-03-19 01:45:47,27784370,59999943,95987418,246,427439233,,0.523427
24688333,2026-03-19 01:45:59,46696952,60000000,95101293,777,119059124,,0.21416
24688334,2026-03-19 01:46:11,11178294,60000000,101717550,138,737959506,,0.839677
24688335,2026-03-19 01:46:23,11277997,59941408,93740476,86,948456222,,1.042197
24688336,2026-03-19 01:46:35,23069767,59999943,86432243,292,409850348,,0.496283
24688337,2026-03-19 01:46:47,18974287,60000000,83936437,306,677019222,,0.760956
24688338,2026-03-19 01:46:59,37207294,60000000,80080358,184,412535718,,0.492616
24688339,2026-03-19 01:47:11,59640853,60000000,82485202,692,250967281,,0.333452
24688340,2026-03-19 01:47:23,38939981,60000000,92672417,659,98744177,,0.191417
24688341,2026-03-19 01:47:35,16353801,60000000,96124457,240,424797406,,0.520922
24688342,2026-03-19 01:47:47,27505407,60000000,90658901,560,200252683,,0.290912
24688343,2026-03-19 01:47:59,20675401,60000000,89716580,157,499405985,,0.589123
24688344,2026-03-19 01:48:11,59734451,60000000,86230867,1433,60640914,,0.146872
24688345,2026-03-19 01:48:23,11606198,60000000,96914314,76,1290560553,,1.387475
24688346,2026-03-19 01:48:35,29130343,59941408,89486720,638,147203738,,0.23669
24688347,2026-03-19 01:48:47,15833491,59999943,89173076,218,417794948,,0.506968
24688348,2026-03-19 01:48:59,59991987,60000000,83909452,786,108019469,,0.191929
24688349,2026-03-19 01:49:11,20425052,60000000,94395331,298,367633248,,0.462029
24688350,2026-03-19 01:49:23,35043447,60000000,90629372,860,113428417,,0.204058
24688351,2026-03-19 01:49:35,14849474,60000000,92533890,107,803279417,,0.895813
24688352,2026-03-19 01:49:47,26837606,60000000,86692486,344,381060061,,0.467753
24688353,2026-03-19 01:49:59,26509484,59941408,85550171,269,268085470,,0.353636
24688354,2026-03-19 01:50:11,59983786,59999943,84315182,1206,103815917,,0.188131
24688355,2026-03-19 01:50:23,13636051,60000000,94848903,222,301281130,,0.39613
24688356,2026-03-19 01:50:35,59637544,60000000,88381809,1236,67194790,,0.155577
24688357,2026-03-19 01:50:47,11974207,59941408,99296057,200,447455058,,0.546751
24688358,2026-03-19 01:50:59,22266876,59999943,91843024,431,156182447,,0.248025
24688359,2026-03-19 01:51:11,52615572,60000000,88883727,1046,100760836,,0.189645
24688360,2026-03-19 01:51:23,13794157,60000000,97259378,158,291991128,,0.389251
24688361,2026-03-19 01:51:35,51302783,60000000,90692003,797,190058440,,0.28075
24688362,2026-03-19 01:51:47,26991052,60000000,98741969,340,287865969,,0.386608
24688363,2026-03-19 01:51:59,23090002,60000000,97504013,300,290513827,,0.388018
24688364,2026-03-19 01:52:11,26437616,60000000,94696711,380,283709114,,0.378406
24688365,2026-03-19 01:52:23,9309726,60000000,93291103,189,446894829,,0.540186
24688366,2026-03-19 01:52:35,29827025,59941408,85248526,283,299035593,,0.384284
24688367,2026-03-19 01:52:47,38536877,59999943,85197442,369,435058679,,0.520256
24688368,2026-03-19 01:52:59,58345087,60000000,88227955,1293,91607650,,0.179836
24688369,2026-03-19 01:53:11,7150621,60000000,98648076,178,278153032,,0.376801
24688370,2026-03-19 01:53:23,39735787,60000000,89256213,658,248983369,,0.33824
24688371,2026-03-19 01:53:35,20629359,60000000,92876960,342,338730308,,0.431607
24688372,2026-03-19 01:53:47,32777539,60000000,89250641,516,140658334,,0.229909
24688373,2026-03-19 01:53:59,26593234,60000000,90283545,469,167551136,,0.257835
24688374,2026-03-19 01:54:11,45519927,59941408,89001983,1096,99747609,,0.18875
24688375,2026-03-19 01:54:23,15592410,59999943,94773918,222,380922386,,0.475696
24688376,2026-03-19 01:54:35,22969015,60000000,89084492,119,619389002,,0.708473
24688377,2026-03-19 01:54:47,10824127,60000000,86474694,249,213850253,,0.300325
24688378,2026-03-19 01:54:59,59988411,60000000,79565412,1180,124264803,,0.20383
24688379,2026-03-19 01:55:11,42071493,60000000,89507246,396,453097782,,0.542605
24688380,2026-03-19 01:55:23,24444895,60000000,94009271,298,141477872,,0.235487
24688381,2026-03-19 01:55:35,13041987,60000000,91833307,143,247156247,,0.33899
24688382,2026-03-19 01:55:47,59997446,60000000,85344514,1711,64804893,,0.150149
24688383,2026-03-19 01:55:59,13171102,60000000,96011670,187,358727423,,0.454739
24688384,2026-03-19 01:56:11,33128842,60000000,89279293,635,112681637,,0.201961
24688385,2026-03-19 01:56:23,16626861,60000000,90443213,173,418915803,,0.509359
24688386,2026-03-19 01:56:35,7356635,60000000,85403590,119,264239722,,0.349643
24688387,2026-03-19 01:56:47,55881398,60000000,77345988,914,153471536,,0.230818
24688388,2026-03-19 01:56:59,31769344,59941408,85686914,333,452613435,,0.5383
24688389,2026-03-19 01:57:11,30619680,59999943,86329708,422,169665603,,0.255995
24688390,2026-03-19 01:57:23,28106730,60000000,86552621,671,69237634,,0.15579
24688391,2026-03-19 01:57:35,4753020,60000000,85869840,42,1069517220,,1.155387
24688392,2026-03-19 01:57:47,53790228,60000000,76836698,846,173939171,,0.250776
24688393,2026-03-19 01:57:59,39490182,60000000,84453208,692,98712110,,0.183165
24688394,2026-03-19 01:58:11,35127588,60000000,87792692,569,198611152,,0.286404
24688395,2026-03-19 01:58:23,23340623,60000000,89668378,321,159801429,,0.24947
24688396,2026-03-19 01:58:35,33076904,60000000,87180314,543,94616632,,0.181797
24688397,2026-03-19 01:58:47,29203808,59941408,88298003,663,121892236,,0.21019
24688398,2026-03-19 01:58:59,35210536,59999943,88015580,620,99263343,,0.187279
24688399,2026-03-19 01:59:11,20776933,60000000,89926460,354,365949263,,0.455876
24688400,2026-03-19 01:59:23,23580874,60000000,86470636,417,151000673,,0.237471
24688401,2026-03-19 01:59:35,26796268,60000000,84157862,273,303642415,,0.3878
24688402,2026-03-19 01:59:47,54078172,59941408,83034449,1372,40955654,,0.12399
24688403,2026-03-19 01:59:59,23981036,59999943,91383228,489,115310383,,0.206694
24688404,2026-03-19 02:00:11,33561072,60000000,89091436,370,223887159,,0.312979
24688405,2026-03-19 02:00:23,13080028,60000000,90413356,115,747325238,,0.837739
24688406,2026-03-19 02:00:35,28080848,60000000,84039225,274,466924749,,0.550964
24688407,2026-03-19 02:00:47,26508753,60000000,83367209,477,285941047,,0.369308
24688408,2026-03-19 02:00:59,13303915,60000000,82154478,172,573636650,,0.655791
24688409,2026-03-19 02:01:11,10844541,60000000,76439236,35,2691445185,,2.767884
24688410,2026-03-19 02:01:23,30616968,60000000,70338284,260,916324331,,0.986663
